,tweet_id,HBM_related,Perceived_susceptibility,Perceived_severity,Perceived_barriers,Perceived_benefits
85,1255007118299553792,0,0,0,0,0
86,1254153025213444096,1,0,1,1,0
87,1264944195158056960,0,0,0,0,0
88,1248020176370630661,1,0,0,0,1
89,1248020176370630661,1,0,0,0,1
90,1248020176370630661,1,0,0,0,1
91,1247230959021219843,1,0,1,0,0
92,1262829687606325250,1,0,0,0,1
93,1268945193920692224,1,0,0,1,0
94,1272574017799667712,1,0,0,1,0
95,1244666972404621313,1,0,0,1,1
96,1252612235064729602,0,0,0,0,0
97,1247318808630624256,1,0,0,1,0
98,1250926477643784192,1,0,0,0,1
99,1253768671807156224,1,0,0,1,0
100,1270059487022514176,0,0,0,0,0
101,1268146150260998144,1,0,0,0,1
102,1231400304530210817,1,1,0,0,0
103,1248731967429857282,0,0,0,0,0
104,1260166106112802818,0,0,0,0,0
105,1250168813921894401,1,0,1,0,0
106,1253314000789610497,1,0,0,1,0
107,1272266698297470976,1,0,0,1,1
108,1253169026295107585,1,0,0,0,1
109,1236057271987208192,0,0,0,0,0
110,1241972534678970368,1,0,0,0,1
111,1245293895438622720,0,0,0,0,0
112,1271448164722266113,1,0,0,0,1
113,1247416384063254530,0,0,0,0,0
114,1271110784836407299,1,1,1,0,0
115,1258668038540324864,0,0,0,0,0
116,1240050608436121600,1,0,0,0,1
117,1230552366862282752,1,0,0,0,1
118,1249033101289947136,1,1,0,0,1
119,1240418100685746178,0,0,0,0,0
120,1242123769134669831,1,0,0,1,0
121,1263794058901807104,1,0,0,0,1
122,1246015722137976832,0,0,0,0,0
123,1262710443921092608,1,0,0,1,0
124,1269267894195666945,1,0,0,1,0
125,1252235795852746753,0,0,0,0,0
126,1270614311824654336,1,0,0,1,0
127,1254223652284821504,1,0,0,1,0
128,1235653696203022336,0,0,0,0,0
129,1248384635593084930,1,1,0,0,0
130,1246751760322002945,0,0,0,0,0
131,1246751760322002945,0,0,0,0,0
132,1261838423951683584,0,0,0,0,0
133,1271912670074200064,1,0,0,1,0
134,1253589264228593670,0,0,0,0,0
135,1273260444988444672,0,0,0,0,0
136,1256054199093063680,0,0,0,0,0
137,1274081157672431619,1,1,0,0,0
138,1265027482920476672,1,0,0,1,0
139,1241393670743633920,1,0,0,0,1
140,1241393670743633920,1,0,0,0,1
141,1240309719635550208,0,0,0,0,0
142,1264029076135837697,1,0,0,1,0
143,1259746436226351106,0,0,0,0,0
144,1262507123281461250,1,0,0,1,0
145,1262507123281461250,1,0,0,1,0
146,1243946215034814468,0,0,0,0,0
147,1239189622149832704,0,0,0,0,0
148,1266586750773858305,0,0,0,0,0
149,1246884668865118209,0,0,0,0,0
150,1239810803487969281,0,0,0,0,0
151,1263120430040317952,0,0,0,0,0
152,1263120430040317952,0,0,0,0,0
153,1263623984370913281,0,0,0,0,0
154,1247234481473363968,0,0,0,0,0
155,1242775739528654848,0,0,0,0,0
156,1262924841348403200,1,0,0,0,1
157,1258468531135377408,1,0,1,0,0
158,1243771384842551296,1,0,1,1,1
159,1268686097464295424,1,0,0,0,1
160,1246339200313630720,0,0,0,0,0
161,1255553448298393603,0,0,0,0,0
162,1269020633469509640,1,0,0,1,0
163,1254497187595239424,1,0,1,1,0
164,1252196994573049860,0,0,0,0,0
165,1238719042719903744,1,0,1,0,0
166,1239436562108039169,0,0,0,0,0
167,1263865251231158273,1,0,0,1,0
168,1273179688211492865,0,0,0,0,0
169,1261698923217014784,0,0,0,0,0
170,1260541067952357377,1,0,0,0,1
171,1258698207833587715,0,0,0,0,0
172,1257549142538227712,0,0,0,0,0
173,1257430059385794563,1,0,0,0,1
174,1257430059385794563,1,0,0,0,1
175,1257430059385794563,1,1,0,0,1
176,1257430059385794563,1,0,0,0,1
177,1257430059385794563,1,0,0,0,1
178,1257430059385794563,1,0,0,0,1
179,1261886127063130112,1,0,0,0,1
180,1247632659788029953,1,0,0,0,1
181,1247632659788029953,1,0,1,1,1
182,1240642679781892096,1,0,0,0,1
183,1244356820665335808,1,1,1,0,0
184,1253086304729886721,1,0,0,1,0
185,1252086777671585793,1,0,0,0,1
186,1250747783390408704,1,0,0,1,0
187,1248478752784281600,0,0,0,0,0
188,1246459232246853632,1,0,0,0,1
189,1249083357561901056,1,0,0,1,0
190,1247030804347326465,1,0,0,1,0
191,1256846806572503040,0,0,0,0,0
192,1272428170604621825,0,0,0,0,0
193,1252200928486338560,0,0,0,0,0
194,1248148727346446341,1,0,0,0,1
195,1273501985652633605,0,0,0,0,0
196,1239968320020860935,0,0,0,0,0
197,1264675541199679488,0,0,0,0,0
198,1269826662742532099,0,0,0,0,0
199,1273670313767849985,1,1,0,0,0
200,1247712453632446465,1,0,1,0,0
201,1273505769002950658,0,0,0,0,0
202,1245590374178885634,0,0,0,0,0
203,1260043464718331906,0,0,0,0,0
204,1258841781992554496,0,0,0,0,0
205,1250602941532209152,0,0,0,0,0
206,1260151450556149760,0,0,0,0,0
207,1257490047902703617,0,0,0,0,0
208,1253147547033653249,0,0,0,0,0
209,1247588271934394375,1,0,0,1,0
210,1255851638738337796,0,0,0,0,0
211,1257444431353057284,1,0,0,1,0
212,1251014848583876608,1,0,0,1,0
213,1240952995879071745,0,0,0,0,0
214,1236055010477293569,0,0,0,0,0
215,1248321072317030405,1,0,1,0,0
216,1262915125868212229,1,0,0,1,0
217,1247056058243108865,1,0,0,1,0
218,1247306112413708289,1,1,0,0,0
219,1261976352565190656,1,0,0,1,1
220,1256955831976955905,0,0,0,0,0
221,1263996642325196802,1,0,0,1,0
222,1259524246499401728,0,0,0,0,0
223,1261263081528791040,1,0,0,1,0
224,1265090470025273345,1,0,0,1,0
225,1244871046819393541,0,0,0,0,0
226,1270558291714867200,1,0,1,1,1
227,1262581718621405185,1,0,1,0,0
228,1259385732914982912,1,0,1,0,0
229,1263649847644585986,1,0,0,1,0
230,1251759541148155909,1,0,0,1,0
231,1268657212823609351,1,0,0,0,1
232,1271565952153509893,0,0,0,0,0
233,1242562495811850240,0,0,0,0,0
234,1242062824534233088,0,0,0,0,0
235,1243040492985577473,1,0,0,1,0
236,1243040492985577473,1,0,0,1,0
237,1241116715985129472,0,0,0,0,0
238,1272276145614905344,1,0,0,1,0
239,1272567999950721027,1,0,0,1,0
240,1241895695013068801,0,0,0,0,0
241,1257709098197569539,1,1,0,0,1
242,1257762470267179008,1,0,0,1,0
243,1259438175023443968,0,0,0,0,0
244,1249871915516223488,1,0,0,0,1
245,1264025068041957377,1,0,0,0,1
246,1263683756126330880,1,0,0,1,0
247,1245599053141835777,0,0,0,0,0
248,1241876779243053061,1,1,0,0,0
249,1264211549440204800,1,0,0,0,1
250,1248276427163734022,0,0,0,0,0
251,1268638655301722112,1,0,0,0,1
252,1269603802799202305,0,0,0,0,0
253,1264206775307456521,1,0,0,1,0
254,1265713220825886720,1,0,0,1,0
255,1244531815676665856,1,0,0,1,0
256,1247333976601243648,1,0,0,1,0
257,1270651725918150661,0,0,0,0,0
258,1244746262047383552,1,0,1,0,0
259,1260119932919939072,0,0,0,0,0
260,1255659112551063552,0,0,0,0,0
261,1261154350988169216,1,0,0,1,1
262,1256054513674457089,0,0,0,0,0
263,1247370033342197760,1,0,1,1,1
264,1249752087833034753,0,0,0,0,0
265,1266060599760490496,0,0,0,0,0
266,1243181262258438146,1,0,0,0,1
267,1264943751438442496,1,0,0,0,1
268,1247107789786243074,0,0,0,0,0
269,1245087640254173184,1,0,0,1,0
270,1259415394109906952,1,1,1,0,0
271,1251598060196556800,1,0,0,1,0
272,1244989896781172744,0,0,0,0,0
273,1261896353698836480,1,0,1,1,1
274,1259940322164895744,1,0,0,0,1
275,1263870927722418176,1,0,1,1,0
276,1263122394836881409,1,0,0,1,0
277,1258084518826856450,0,0,0,0,0
278,1244158815706087424,1,0,0,1,1
279,1262492640978677760,1,0,0,1,0
280,1265179168108613638,1,0,0,0,1
281,1265815329403518978,1,0,0,0,1
282,1247555128019898368,0,0,0,0,0
283,1260196291948285952,1,0,0,0,1
284,1260196291948285952,1,0,0,0,1
285,1273739293421260801,1,0,1,1,0
286,1271913812103290880,1,1,1,0,0
287,1252108232702689280,0,0,0,0,0
288,1247004705936609285,1,0,0,1,1
289,1263963685493583888,0,0,0,0,0
290,1272691603187040263,1,0,0,1,0
291,1246832705569837057,1,0,0,0,1
292,1246494708429357058,0,0,0,0,0
293,1269751123503542272,0,0,0,0,0
294,1273050454453256198,1,0,0,1,0
295,1251488434436202496,1,0,1,0,0
296,1270226472876175360,1,0,0,1,0
297,1262364257225768960,0,0,0,0,0
298,1247411499317878784,0,0,0,0,0
299,1236226445753622529,0,0,0,0,0
300,1242647897469935616,0,0,0,0,0
301,1262965336871186435,0,0,0,0,0
302,1236097998762979329,0,0,0,0,0
303,1262912272726405120,1,0,0,1,1
304,1253826893759029254,1,0,0,0,1
305,1253826893759029254,1,0,0,0,1
306,1253368089162514432,0,0,0,0,0
307,1264974884322652162,1,0,0,1,0
308,1264974884322652162,1,0,0,1,0
309,1262210615038234625,0,0,0,0,0
310,1243505519202951169,1,0,0,1,0
311,1258451129517539328,1,0,0,0,1
312,1261711615277305857,1,0,0,0,1
313,1252036869128433664,0,0,0,0,0
314,1267609625953816578,0,0,0,0,0
315,1236503574919680001,0,0,0,0,0
316,1271434504398180354,1,0,0,1,1
317,1248606627856633858,1,0,0,0,1
318,1253718499417100290,1,0,1,1,0
319,1250797334868430848,0,0,0,0,0
320,1264167484631814144,0,0,0,0,0
321,1274337727782273025,0,0,0,0,0
322,1252372006810447882,1,0,0,1,0
323,1246539825567711239,1,0,0,1,0
324,1255500638324129793,1,0,0,0,1
325,1265017994423554050,0,0,0,0,0
326,1263952895940100104,1,0,0,1,0
327,1222344793864327168,0,0,0,0,0
328,1239731308332494848,0,0,0,0,0
329,1243103985797660672,1,0,0,1,0
330,1263576488466677768,0,0,0,0,0
331,1248277941852790785,0,0,0,0,0
332,1255376932222443520,0,0,0,0,0
333,1256121144870043648,0,0,0,0,0
334,1248205736644980737,0,0,0,0,0
335,1257545749903990785,0,0,0,0,0
336,1268945937071779840,0,0,0,0,0
337,1252165340542320644,0,0,0,0,0
338,1254128749576142855,0,0,0,0,0
339,1261155941715599361,1,0,0,0,1
340,1262520571520262144,1,0,0,1,0
341,1271273545528565761,1,0,0,1,0
342,1262722617544409090,0,0,0,0,0
343,1249812368785313792,0,0,0,0,0
344,1261706602484305921,0,0,0,0,0
345,1270423800304201728,1,0,0,1,0
346,1253496904706555904,1,0,0,1,0
347,1267735861837402112,0,0,0,0,0
348,1262875231170912256,1,0,0,1,0
349,1268269787035115521,1,0,0,1,0
350,1254080966768934914,1,1,1,0,0
351,1241228679231016968,0,0,0,0,0
352,1248417822100713473,1,0,0,1,0
353,1259000202096230400,1,0,1,1,1
354,1259853381725757443,0,0,0,0,0
355,1262989674181615622,0,0,0,0,0
356,1246501850444169217,0,0,0,0,0
357,1254303724341624836,1,1,0,0,0
358,1247012297664421889,0,0,0,0,0
359,1272388005815255047,0,0,0,0,0
360,1247436744783466497,1,0,0,1,0
361,1274247616839090179,1,0,0,1,0
362,1268335298678841346,1,0,0,1,0
363,1238240589092700160,0,0,0,0,0
364,1244131255257419779,0,0,0,0,0
365,1262760009219203073,1,0,0,1,0
366,1259978625149014016,1,0,0,1,0
367,1243706565141696514,0,0,0,0,0
368,1228143086435307520,0,0,0,0,0
369,1250117554846273538,0,0,0,0,0
370,1264331822151983105,0,0,0,0,0
371,1262588153065385984,1,1,1,0,1
372,1262588153065385984,1,1,1,0,1
373,1246167036595765248,0,0,0,0,0
374,1242655879427547136,0,0,0,0,0
375,1262321615599276032,0,0,0,0,0
376,1240965016322531328,1,0,0,0,1
377,1266507221896237056,1,0,0,0,1
378,1249935481095282689,0,0,0,0,0
379,1247411473057546241,0,0,0,0,0
380,1248396552441180160,0,0,0,0,0
381,1261678224645525505,1,0,0,1,0
382,1249944002444615680,1,0,1,0,1
383,1268658919716655106,0,0,0,0,0
384,1267481926866210822,0,0,0,0,0
385,1263626778242736128,0,0,0,0,0
386,1247407728642924545,0,0,0,0,0
387,1246666301285662720,0,0,0,0,0
388,1256119264152621056,0,0,0,0,0
389,1253750828415893505,0,0,0,0,0
390,1222445159775760385,0,0,0,0,0
391,1264988549847318528,1,0,0,1,0
392,1264988549847318528,1,0,0,1,0
393,1225056809716678658,1,1,0,0,0
394,1272723264373248000,1,0,0,1,0
395,1261677044355796993,1,0,0,1,0
396,1257380197579489281,0,0,0,0,0
397,1239793509906948096,1,1,0,0,0
398,1242521867333713920,1,0,0,0,1
399,1257064659766697984,0,0,0,0,0
400,1262708451022721024,1,1,0,0,0
401,1253180539281960960,1,0,0,1,1
402,1253180539281960960,1,0,0,0,1
403,1272519769036644353,1,0,0,1,1
404,1263941639820570624,1,1,1,0,1
405,1247281139405991940,1,0,0,1,0
406,1239925244795801601,0,0,0,0,0
407,1248477724676513802,1,0,1,0,0
408,1261759548211310598,1,1,1,0,0
409,1255557128108081154,1,0,0,0,1
410,1255557128108081154,1,0,0,0,1
411,1265523708346748928,1,0,0,0,1
412,1242620575622688768,0,0,0,0,0
413,1258581507096162304,1,1,0,0,0
414,1249275247410524161,1,0,0,1,0
415,1261298493030875136,1,0,0,0,1
416,1258722027579609088,1,0,0,1,0
417,1255810832707072001,1,1,0,0,0
418,1238780560299810817,1,1,1,0,0
419,1252700008882683904,1,0,0,1,0
420,1245919060920897538,0,0,0,0,0
421,1263661396593606657,0,0,0,0,0
422,1270576032597315584,1,0,0,1,0
423,1247795660482473985,1,0,0,0,1
424,1247795660482473985,1,0,0,0,1
425,1263584256460066822,1,0,0,1,1
426,1258569097874493450,1,0,0,1,0
427,1256654773668937730,0,0,0,0,0
428,1251174854101008384,0,0,0,0,0
429,1254847530615164928,0,0,0,0,0
430,1245047161210970112,0,0,0,0,0
431,1263672134901141507,1,0,0,0,1
432,1242235627145486341,1,0,0,1,0
433,1263527322768093186,1,0,0,0,1
434,1263085525008896000,1,0,0,1,0
435,1239055472658747392,0,0,0,0,0
436,1256925708728725504,1,0,0,1,1
437,1252686000209494016,1,0,1,0,1
438,1262684362572591105,0,0,0,0,0
439,1246591097318649856,1,0,0,1,0
440,1270065669833478145,1,0,0,1,0
441,1259970622630719488,0,0,0,0,0
442,1223425688440582146,0,0,0,0,0
443,1246606062796460032,1,0,0,0,1
444,1247047642523279365,1,0,1,0,0
445,1246892726257250304,0,0,0,0,0
446,1253142857550086144,1,0,0,0,1
447,1263199269428723712,0,0,0,0,0
448,1262585719240880128,0,0,0,0,0
449,1253174301538148358,0,0,0,0,0
450,1265606885471711232,1,0,0,1,0
451,1247517694825357318,1,0,1,0,1
452,1247517694825357318,1,0,0,0,1
453,1239233289430302720,0,0,0,0,0
454,1272580691583270913,1,0,0,1,0
455,1235836474085392386,0,0,0,0,0
456,1238176488588849152,0,0,0,0,0
457,1248118536678993920,0,0,0,0,0
458,1263207179810635776,1,0,0,0,1
459,1263207179810635776,1,0,0,0,1
460,1242896305585872896,0,0,0,0,0
461,1259806451289243653,0,0,0,0,0
462,1248076250477924352,1,0,0,0,1
463,1237884744966107139,0,0,0,0,0
464,1240285845652897793,0,0,0,0,0
465,1251752232413995008,0,0,0,0,0
466,1258365494312263680,0,0,0,0,0
467,1254542658459987968,1,0,0,1,0
468,1254542658459987968,1,0,0,1,0
469,1254542658459987968,1,0,0,1,0
470,1250255125240668161,1,0,0,1,0
471,1242182179070922759,0,0,0,0,0
472,1268543529413984256,1,0,0,1,0
473,1239335479855779841,1,0,1,0,0
474,1264979971602370560,0,0,0,0,0
475,1246989673215426561,1,0,0,1,0
476,1259962508556644353,1,1,0,0,0
477,1259805195220824064,1,0,0,1,0
478,1246962339603087361,1,0,0,1,0
479,1269492827001667589,0,0,0,0,0
480,1264733022529548288,0,0,0,0,0
481,1255908865478098947,0,0,0,0,0
482,1258889229003882497,0,0,0,0,0
483,1268401242323267589,0,0,0,0,0
484,1250062273076477956,1,0,1,0,0
485,1272170678012256259,1,1,1,0,0
486,1262363980795916290,1,0,0,1,0
487,1246117048176050181,1,1,0,0,0
488,1252317295235514373,0,0,0,0,0
489,1264953767830515721,1,0,0,1,0
490,1263582303067893760,0,0,0,0,0
491,1259215471007711234,0,0,0,0,0
492,1245582513646358528,0,0,0,0,0
493,1247382059703652352,0,0,0,0,0
494,1243367314092732422,0,0,0,0,0
495,1263640453762748419,1,0,0,0,1
496,1230649524655476736,0,0,0,0,0
497,1265006710613254144,0,0,0,0,0
498,1268968206720434180,0,0,0,0,0
499,1253546373515018241,1,0,0,0,1
500,1252739397268561920,1,0,0,1,0
501,1239177039699009538,0,0,0,0,0
502,1266382553923141632,1,0,1,0,0
503,1256810751848669185,1,0,0,1,0
504,1265746254115504130,1,0,0,1,1
505,1262504294806360065,1,0,0,0,1
506,1248071501615640577,1,0,1,0,0
507,1244591571519053825,0,0,0,0,0
508,1263385194826018816,0,0,0,0,0
509,1256719981313744896,1,0,1,0,0
510,1264986224382672897,0,0,0,0,0
511,1264936238865235969,0,0,0,0,0
512,1263937953019105282,0,0,0,0,0
513,1247730673206599680,1,0,0,0,1
514,1248437769069891585,1,0,0,0,1
515,1272254310810824709,0,0,0,0,0
516,1257793371826991122,0,0,0,0,0
517,1263839239621541889,1,0,0,1,0
518,1268533321434357760,1,0,0,1,0
519,1247323892953354240,1,0,0,0,1
520,1261228937646145537,1,0,0,1,0
521,1262030504565460997,1,0,0,0,1
522,1235123619778490373,0,0,0,0,0
523,1270848094188580865,0,0,0,0,0
524,1252544576067338240,0,0,0,0,0
525,1253736198985703426,1,0,0,1,0
526,1234353415985057792,0,0,0,0,0
527,1253743992627437569,1,0,0,1,0
528,1241052090803220480,0,0,0,0,0
529,1270108536215830530,0,0,0,0,0
530,1250933780417777665,1,0,0,0,1
531,1270619029422706690,0,0,0,0,0
532,1259828879251963909,0,0,0,0,0
533,1253053533735268353,0,0,0,0,0
534,1242363293454434304,0,0,0,0,0
535,1248431907311775746,0,0,0,0,0
536,1222232241625030662,1,1,1,0,0
537,1242403523397992448,1,0,0,1,0
538,1265575105045975040,1,0,0,1,0
539,1258720720273772544,1,0,0,0,1
540,1258720720273772544,1,0,0,0,1
541,1258720720273772544,1,0,0,0,1
542,1251174879585583106,1,0,0,0,1
543,1260596595604799489,0,0,0,0,0
544,1247437759998017536,1,0,0,1,0
545,1247437759998017536,1,0,0,1,0
546,1255887998899625984,1,0,0,0,1
547,1239251992368816128,0,0,0,0,0
548,1246405935557468160,1,0,0,0,1
549,1257954029575045120,0,0,0,0,0
550,1262699588181471232,0,0,0,0,0
551,1249061224127639559,0,0,0,0,0
552,1272564468749238272,1,0,0,1,0
553,1249170645285572609,1,0,0,1,0
554,1263513033164427270,0,0,0,0,0
555,1266125682620366850,1,0,1,0,0
556,1235565298981498881,1,1,1,0,0
557,1269154443699814400,1,0,0,0,1
558,1256901569708208134,0,0,0,0,0
559,1263820549568040960,1,0,0,1,0
560,1240861526283767811,0,0,0,0,0
561,1260965316517134338,1,0,0,0,1
562,1247097257197015040,1,0,0,1,0
563,1253074700026044416,1,0,0,1,0
564,1259841915203334150,0,0,0,0,0
565,1237641135792754688,0,0,0,0,0
566,1255283051548024833,0,0,0,0,0
567,1253101034580434945,1,0,0,1,0
568,1223051255670628352,1,0,1,0,0
569,1254163973051576320,1,0,0,1,0
570,1242864685294260224,0,0,0,0,0
571,1247887690520915969,0,0,0,0,0
572,1264867804244783104,0,0,0,0,0
573,1260971122687913985,0,0,0,0,0
574,1255276829394587648,1,0,0,0,1
575,1222301019578814464,0,0,0,0,0
576,1254786390593662976,1,0,0,0,1
577,1252933946112970753,0,0,0,0,0
578,1249755049770663937,1,1,0,0,0
579,1269043492636024833,1,0,0,0,1
580,1258759877406662659,0,0,0,0,0
581,1272616611590082560,1,0,0,1,0
582,1253042943969148930,1,0,0,1,0
583,1262914993156169734,1,0,0,1,0
584,1231115637008715776,0,0,0,0,0
585,1247365207401340929,0,0,0,0,0
586,1260147701112401920,0,0,0,0,0
587,1253723834068303873,1,0,0,0,1
588,1253190026331951105,1,0,1,1,0
589,1240870096198938624,1,0,0,0,1
590,1240870096198938624,1,0,0,0,1
591,1240870096198938624,1,0,0,0,1
592,1240870096198938624,1,0,0,0,1
593,1236040757439578112,0,0,0,0,0
594,1247265105328443392,1,0,0,1,0
595,1247265105328443392,1,0,0,1,0
596,1249773873848934400,0,0,0,0,0
597,1263737742095237122,0,0,0,0,0
598,1242856245628821504,1,0,0,0,1
599,1257797501635174403,1,0,0,0,1
600,1253408154412445697,1,0,0,0,1
601,1251122301720027136,0,0,0,0,0
602,1254610814390190082,0,0,0,0,0
603,1243247753947422723,0,0,0,0,0
604,1259296219584696321,1,0,0,1,0
605,1271805197925388299,0,0,0,0,0
606,1262629347132715009,1,0,0,0,1
607,1267795267732078599,0,0,0,0,0
608,1246778033324863488,0,0,0,0,0
609,1251065527109398533,0,0,0,0,0
610,1262989082138939392,1,0,0,0,1
611,1240520484657258497,0,0,0,0,0
612,1263215985474985986,1,0,0,1,0
613,1263215985474985986,1,0,0,1,0
614,1253852902365507584,1,0,0,1,0
615,1247905995243716608,0,0,0,0,0
616,1248601184639860736,0,0,0,0,0
617,1251381433525886982,1,1,1,0,0
618,1252775364536877061,1,0,0,0,1
619,1246485017343283203,0,0,0,0,0
620,1266703937542987777,0,0,0,0,0
621,1246561191465377792,1,0,0,0,1
622,1243855676990017537,1,0,0,0,1
623,1232192886667497478,0,0,0,0,0
624,1257719806331150336,0,0,0,0,0
625,1250893027658383361,0,0,0,0,0
626,1269753635564662793,1,0,0,0,1
627,1269753635564662793,1,0,0,0,1
628,1236518158154031104,1,0,1,0,0
629,1268583235455340544,1,0,0,1,1
630,1250278550743035904,0,0,0,0,0
631,1239935030119424000,0,0,0,0,0
632,1263388549778456576,1,0,0,1,0
633,1268999908142563328,1,0,0,0,1
634,1247997737448157185,1,0,0,1,0
635,1262619655195160579,1,0,0,1,0
636,1267075871426347009,0,0,0,0,0
637,1250842132937535488,0,0,0,0,0
638,1256790138929049606,1,0,0,0,1
639,1273745752322269184,1,1,1,0,0
640,1252021542663249920,0,0,0,0,0
641,1261533409966526465,0,0,0,0,0
642,1254484377179787264,0,0,0,0,0
643,1250716813614252033,0,0,0,0,0
644,1264154848536203264,1,0,0,0,1
645,1241115868991545344,0,0,0,0,0
646,1263999656033468423,0,0,0,0,0
647,1273042825874210821,0,0,0,0,0
648,1266176811953606657,1,0,0,1,0
649,1267379608128806913,1,0,0,0,1
650,1247386153038172160,0,0,0,0,0
651,1256234256994578432,1,0,0,1,0
652,1250157200410062848,1,0,0,0,1
653,1235825318159499271,0,0,0,0,0
654,1253331148039569415,0,0,0,0,0
655,1252521054372630529,1,0,0,0,1
656,1254755944988377094,0,0,0,0,0
657,1253283867584167937,1,0,1,0,0
658,1256963665347121152,0,0,0,0,0
659,1251675549551869953,0,0,0,0,0
660,1242762964534538245,0,0,0,0,0
661,1266264811286876162,0,0,0,0,0
662,1273327708773236737,0,0,0,0,0
663,1270089253423403008,0,0,0,0,0
664,1248000890780258304,0,0,0,0,0
665,1249169856106291201,1,0,0,1,1
666,1243661854024568833,0,0,0,0,0
667,1237279083597201415,0,0,0,0,0
668,1263871302655303680,0,0,0,0,0
669,1258267330603180032,0,0,0,0,0
670,1262801662357331968,1,0,0,1,0
671,1242501424073838593,1,0,0,1,0
672,1249885686322196480,0,0,0,0,0
673,1249885686322196480,0,0,0,0,0
674,1260270172692250626,1,1,1,0,0
675,1262756113830699008,1,0,0,0,1
676,1265799406441373696,1,0,0,0,1
677,1244436902440316935,0,0,0,0,0
678,1272752677244502017,1,0,0,1,0
679,1243417942911418370,0,0,0,0,0
680,1258000549569585152,1,0,0,1,0
681,1272377059118104576,0,0,0,0,0
682,1257642899912744960,0,0,0,0,0
683,1236149336473587712,1,0,0,0,1
684,1260300494922186752,1,0,0,0,1
685,1260300494922186752,1,0,0,0,1
686,1260300494922186752,1,0,0,0,1
687,1260300494922186752,1,0,0,0,1
688,1260300494922186752,1,0,0,0,1
689,1241271871925960705,1,0,0,0,1
690,1242143851235536896,1,0,0,0,1
691,1252946029957140488,1,0,0,1,0
692,1246653287660576768,0,0,0,0,0
693,1259210484856885252,0,0,0,0,0
694,1245161787646976000,0,0,0,0,0
